,Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Levinson Age Group
180,181,2023-11-03,CUST181,Male,19,Electronics,4,300,1200,Early Adult Transition
181,182,2023-06-15,CUST182,Male,62,Beauty,4,30,120,Late Adulthood
182,183,2023-09-08,CUST183,Female,43,Beauty,3,300,900,Mid-Life Transition
183,184,2023-01-10,CUST184,Male,31,Electronics,4,50,200,Age 30 Transition
184,185,2023-02-27,CUST185,Male,24,Clothing,1,25,25,Entering the Adult World
185,186,2023-07-05,CUST186,Male,20,Clothing,4,50,200,Early Adult Transition
186,187,2023-06-07,CUST187,Female,64,Clothing,2,50,100,Late Adulthood
187,188,2023-05-03,CUST188,Male,40,Clothing,3,25,75,Mid-Life Transition
188,189,2023-01-30,CUST189,Male,63,Beauty,1,50,50,Late Adulthood
189,190,2023-05-04,CUST190,Female,60,Beauty,3,30,90,Late Adulthood
190,191,2023-10-18,CUST191,Male,64,Beauty,1,25,25,Late Adulthood
191,192,2023-02-10,CUST192,Male,62,Beauty,2,50,100,Late Adulthood
192,193,2023-02-13,CUST193,Male,35,Beauty,3,500,1500,Settling Down
193,194,2023-09-06,CUST194,Male,55,Clothing,4,50,200,Late Adulthood
194,195,2023-02-05,CUST195,Male,52,Clothing,1,30,30,Age 50 Transition
195,196,2023-09-30,CUST196,Female,32,Clothing,3,300,900,Age 30 Transition
196,197,2023-03-06,CUST197,Female,42,Clothing,4,50,200,Mid-Life Transition
197,198,2023-03-07,CUST198,Female,54,Beauty,3,300,900,Age 50 Transition
198,199,2023-12-04,CUST199,Male,45,Beauty,3,500,1500,Entering the Middle Years
199,200,2023-09-01,CUST200,Male,27,Beauty,3,50,150,Entering the Adult World
200,201,2023-10-09,CUST201,Male,56,Electronics,1,25,25,Late Adulthood
201,202,2023-03-26,CUST202,Female,34,Clothing,4,300,1200,Settling Down
202,203,2023-05-16,CUST203,Male,56,Clothing,2,500,1000,Late Adulthood
203,204,2023-09-28,CUST204,Male,39,Beauty,1,25,25,Settling Down
204,205,2023-11-07,CUST205,Female,43,Clothing,1,25,25,Mid-Life Transition
205,206,2023-08-05,CUST206,Male,61,Clothing,1,25,25,Late Adulthood
206,207,2023-04-19,CUST207,Female,42,Beauty,2,25,50,Mid-Life Transition
207,208,2023-10-04,CUST208,Female,34,Electronics,4,50,200,Settling Down
208,209,2023-12-20,CUST209,Female,30,Electronics,4,50,200,Age 30 Transition
209,210,2023-04-13,CUST210,Male,37,Electronics,4,50,200,Settling Down
210,211,2024-01-01,CUST211,Male,42,Beauty,3,500,1500,Mid-Life Transition
211,212,2023-06-09,CUST212,Male,21,Clothing,3,500,1500,Early Adult Transition
212,213,2023-07-24,CUST213,Male,27,Beauty,3,500,1500,Entering the Adult World
213,214,2023-12-10,CUST214,Male,20,Beauty,2,30,60,Early Adult Transition
214,215,2023-11-29,CUST215,Male,58,Clothing,3,500,1500,Late Adulthood
215,216,2023-07-11,CUST216,Male,62,Electronics,2,50,100,Late Adulthood
216,217,2023-08-13,CUST217,Female,35,Electronics,4,50,200,Settling Down
217,218,2023-09-22,CUST218,Male,64,Beauty,3,30,90,Late Adulthood
218,219,2023-08-20,CUST219,Female,53,Electronics,3,30,90,Age 50 Transition
219,220,2023-03-03,CUST220,Male,64,Beauty,1,500,500,Late Adulthood
220,221,2023-05-07,CUST221,Male,39,Beauty,2,300,600,Settling Down
221,222,2023-04-26,CUST222,Male,51,Clothing,4,30,120,Age 50 Transition
222,223,2023-02-02,CUST223,Female,64,Clothing,1,25,25,Late Adulthood
223,224,2023-06-23,CUST224,Female,25,Clothing,1,50,50,Entering the Adult World
224,225,2023-01-11,CUST225,Female,57,Beauty,4,25,100,Late Adulthood
225,226,2023-10-29,CUST226,Female,61,Clothing,1,50,50,Late Adulthood
226,227,2023-10-11,CUST227,Male,36,Electronics,2,50,100,Settling Down
227,228,2023-04-28,CUST228,Female,59,Electronics,2,30,60,Late Adulthood
228,229,2023-10-29,CUST229,Male,58,Beauty,3,30,90,Late Adulthood
229,230,2023-04-23,CUST230,Male,54,Beauty,1,25,25,Age 50 Transition
230,231,2023-01-04,CUST231,Female,23,Clothing,3,50,150,Entering the Adult World
231,232,2023-02-06,CUST232,Female,43,Beauty,1,25,25,Mid-Life Transition
232,233,2023-12-29,CUST233,Female,51,Beauty,2,300,600,Age 50 Transition
233,234,2023-11-20,CUST234,Female,62,Electronics,2,25,50,Late Adulthood
234,235,2023-01-31,CUST235,Female,23,Electronics,2,500,1000,Entering the Adult World
235,236,2023-04-28,CUST236,Female,54,Clothing,1,25,25,Age 50 Transition
236,237,2023-02-04,CUST237,Female,50,Beauty,2,500,1000,Age 50 Transition
237,238,2023-01-17,CUST238,Female,39,Beauty,1,500,500,Settling Down
238,239,2023-06-19,CUST239,Male,38,Electronics,3,500,1500,Settling Down
239,240,2023-02-06,CUST240,Female,23,Beauty,1,300,300,Entering the Adult World
240,241,2023-09-21,CUST241,Female,23,Electronics,3,25,75,Entering the Adult World
241,242,2023-05-02,CUST242,Male,21,Clothing,1,25,25,Early Adult Transition
242,243,2023-05-23,CUST243,Female,47,Electronics,3,300,900,Entering the Middle Years
243,244,2023-12-09,CUST244,Male,28,Beauty,2,50,100,Age 30 Transition
244,245,2023-09-06,CUST245,Male,47,Clothing,3,30,90,Entering the Middle Years
245,246,2023-04-20,CUST246,Female,48,Electronics,2,25,50,Entering the Middle Years
246,247,2023-10-04,CUST247,Male,41,Electronics,2,30,60,Mid-Life Transition
247,248,2023-03-09,CUST248,Male,26,Clothing,3,300,900,Entering the Adult World
248,249,2023-10-20,CUST249,Male,20,Clothing,1,50,50,Early Adult Transition
249,250,2023-10-23,CUST250,Male,48,Electronics,1,50,50,Entering the Middle Years
250,251,2023-08-31,CUST251,Female,57,Beauty,4,50,200,Late Adulthood
251,252,2023-05-05,CUST252,Male,54,Electronics,1,300,300,Age 50 Transition
252,253,2023-08-31,CUST253,Female,53,Clothing,4,500,2000,Age 50 Transition
253,254,2023-07-28,CUST254,Male,41,Electronics,1,500,500,Mid-Life Transition
254,255,2023-04-08,CUST255,Male,48,Clothing,1,30,30,Entering the Middle Years
255,256,2023-02-18,CUST256,Male,23,Clothing,2,500,1000,Entering the Adult World
256,257,2023-02-19,CUST257,Male,19,Beauty,4,500,2000,Early Adult Transition
257,258,2023-12-04,CUST258,Female,37,Clothing,1,50,50,Settling Down
258,259,2023-08-09,CUST259,Female,45,Clothing,4,50,200,Entering the Middle Years
259,260,2023-07-01,CUST260,Male,28,Beauty,2,30,60,Age 30 Transition
260,261,2023-08-05,CUST261,Male,21,Clothing,2,25,50,Early Adult Transition
261,262,2023-07-30,CUST262,Female,32,Beauty,4,30,120,Age 30 Transition
262,263,2023-08-28,CUST263,Male,23,Beauty,2,30,60,Entering the Adult World
263,264,2023-01-28,CUST264,Male,47,Clothing,3,300,900,Entering the Middle Years
264,265,2023-12-11,CUST265,Male,55,Clothing,3,300,900,Late Adulthood
265,266,2023-12-01,CUST266,Female,19,Electronics,2,30,60,Early Adult Transition
266,267,2023-11-27,CUST267,Female,32,Beauty,3,30,90,Age 30 Transition
267,268,2023-02-20,CUST268,Female,28,Electronics,1,30,30,Age 30 Transition
268,269,2023-02-01,CUST269,Male,25,Clothing,4,500,2000,Entering the Adult World
269,270,2023-07-26,CUST270,Male,43,Electronics,1,300,300,Mid-Life Transition
270,271,2023-06-23,CUST271,Female,62,Beauty,4,30,120,Late Adulthood
271,272,2023-02-25,CUST272,Female,61,Electronics,2,50,100,Late Adulthood
272,273,2023-05-08,CUST273,Female,22,Beauty,1,50,50,Entering the Adult World
273,274,2023-04-09,CUST274,Female,23,Clothing,2,500,1000,Entering the Adult World
274,275,2023-04-08,CUST275,Male,43,Clothing,2,500,1000,Mid-Life Transition
275,276,2023-10-02,CUST276,Female,21,Beauty,4,25,100,Early Adult Transition
276,277,2023-08-18,CUST277,Male,36,Clothing,4,25,100,Settling Down
277,278,2023-03-13,CUST278,Female,37,Clothing,4,25,100,Settling Down
278,279,2023-08-05,CUST279,Male,50,Clothing,1,500,500,Age 50 Transition
279,280,2023-04-04,CUST280,Female,37,Clothing,3,500,1500,Settling Down
280,281,2023-05-23,CUST281,Female,29,Beauty,4,500,2000,Age 30 Transition
281,282,2023-08-25,CUST282,Female,64,Electronics,4,50,200,Late Adulthood
282,283,2023-05-08,CUST283,Female,18,Electronics,1,500,500,Early Adult Transition
283,284,2023-02-08,CUST284,Male,43,Clothing,4,50,200,Mid-Life Transition
284,285,2023-08-15,CUST285,Female,31,Electronics,1,25,25,Age 30 Transition
285,286,2023-10-09,CUST286,Male,55,Electronics,2,25,50,Late Adulthood
286,287,2023-02-20,CUST287,Male,54,Clothing,4,25,100,Age 50 Transition
287,288,2023-01-26,CUST288,Male,28,Clothing,4,30,120,Age 30 Transition
288,289,2023-11-30,CUST289,Male,53,Electronics,2,30,60,Age 50 Transition
289,290,2023-10-04,CUST290,Female,30,Beauty,2,300,600,Age 30 Transition
290,291,2023-01-08,CUST291,Male,60,Clothing,2,300,600,Late Adulthood
291,292,2023-02-17,CUST292,Male,20,Beauty,4,300,1200,Early Adult Transition
292,293,2023-05-02,CUST293,Male,50,Electronics,3,30,90,Age 50 Transition
293,294,2023-03-27,CUST294,Female,23,Clothing,3,30,90,Entering the Adult World
294,295,2023-07-28,CUST295,Female,27,Beauty,3,300,900,Entering the Adult World
295,296,2023-09-06,CUST296,Female,22,Clothing,4,300,1200,Entering the Adult World
296,297,2023-09-04,CUST297,Female,40,Electronics,2,500,1000,Mid-Life Transition
297,298,2023-04-20,CUST298,Male,27,Beauty,4,300,1200,Entering the Adult World
298,299,2023-07-25,CUST299,Male,61,Electronics,2,500,1000,Late Adulthood
299,300,2023-01-31,CUST300,Female,19,Electronics,4,50,200,Early Adult Transition
300,301,2023-03-26,CUST301,Male,30,Clothing,4,30,120,Age 30 Transition
301,302,2023-07-14,CUST302,Male,57,Beauty,2,300,600,Late Adulthood
302,303,2023-01-02,CUST303,Male,19,Electronics,3,30,90,Early Adult Transition
303,304,2023-07-19,CUST304,Female,37,Electronics,2,30,60,Settling Down
304,305,2023-05-16,CUST305,Female,18,Beauty,1,30,30,Early Adult Transition
305,306,2023-08-21,CUST306,Male,54,Electronics,1,50,50,Age 50 Transition
306,307,2023-05-27,CUST307,Female,26,Electronics,2,25,50,Entering the Adult World
307,308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200,Settling Down
308,309,2023-12-23,CUST309,Female,26,Beauty,1,25,25,Entering the Adult World
309,310,2023-10-12,CUST310,Female,28,Beauty,1,25,25,Age 30 Transition
310,311,2023-12-05,CUST311,Female,32,Beauty,4,25,100,Age 30 Transition
311,312,2023-09-07,CUST312,Male,41,Clothing,4,30,120,Mid-Life Transition
312,313,2023-03-21,CUST313,Female,55,Beauty,3,500,1500,Late Adulthood
313,314,2023-04-08,CUST314,Male,52,Clothing,4,30,120,Age 50 Transition
314,315,2023-06-01,CUST315,Male,47,Clothing,2,30,60,Entering the Middle Years
315,316,2023-04-22,CUST316,Female,48,Clothing,2,25,50,Entering the Middle Years
316,317,2023-01-30,CUST317,Male,22,Electronics,3,30,90,Entering the Adult World
317,318,2023-10-24,CUST318,Male,61,Clothing,1,25,25,Late Adulthood
318,319,2023-10-05,CUST319,Male,31,Clothing,1,500,500,Age 30 Transition
319,320,2023-02-01,CUST320,Female,28,Electronics,4,300,1200,Age 30 Transition
320,321,2023-06-10,CUST321,Female,26,Electronics,2,25,50,Entering the Adult World
321,322,2023-01-30,CUST322,Male,51,Electronics,1,500,500,Age 50 Transition
322,323,2023-01-26,CUST323,Female,29,Beauty,3,300,900,Age 30 Transition
323,324,2023-10-27,CUST324,Female,52,Electronics,3,50,150,Age 50 Transition
324,325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,Age 50 Transition
325,326,2023-09-15,CUST326,Female,18,Clothing,3,25,75,Early Adult Transition
326,327,2023-09-29,CUST327,Male,57,Electronics,3,50,150,Late Adulthood
327,328,2023-03-22,CUST328,Male,39,Beauty,2,50,100,Settling Down
328,329,2023-01-30,CUST329,Female,46,Electronics,4,25,100,Entering the Middle Years
329,330,2023-09-18,CUST330,Female,25,Beauty,4,50,200,Entering the Adult World
330,331,2023-02-11,CUST331,Male,28,Electronics,3,30,90,Age 30 Transition
331,332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200,Late Adulthood
332,333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200,Age 50 Transition
333,334,2023-11-01,CUST334,Male,31,Electronics,3,300,900,Age 30 Transition
334,335,2023-02-04,CUST335,Female,47,Beauty,4,30,120,Entering the Middle Years
335,336,2023-12-12,CUST336,Female,52,Beauty,3,50,150,Age 50 Transition
336,337,2023-05-01,CUST337,Male,38,Clothing,1,500,500,Settling Down
337,338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,Age 50 Transition
338,339,2023-03-03,CUST339,Female,22,Electronics,2,25,50,Entering the Adult World
339,340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200,Settling Down
